sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,more_product_info,choose_model,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
IBPB-33837,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProdock Upgrade Kit w/Bluetooth,"This kit is only used for Samsung Galaxy s5, s6 and note 4.","This kit for the Samsung Galaxy s5, s6 and note 4 contains a 2.1 Bluetooth Aux-Out Car charger, a Samsung Charging Arm, and a 2 meter microUSB.",1,1,0,"Catalog, Search",34.95,,,,xprodock-upgrade-kit-car-docks-phone-mounts-holder,,,,,,,,,,,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>iBOLT upgrade kit for the Samsung Galaxy s5, s6 and note 4 comes with a 2 meter microUSB cable, a compatible charging arm for the xProDock, a NFC tag to launch our Dock'n Drive APP, and a 2.1 Bluetooth AUX- out charger.
</li><li>Bluetooth adapter is for car-stereos with 3.5 mm aux-in but NO support for BT audio/music streaming. Plug in to the vehicle's aux-in to hear Music, GPS from favorite Apps through your car-stereo speakers.
</li><li>To operate, pair charger with phone and set BT connection to ""media only"". Plug in the 3.5 mm aux-out ""curly cable"" from charger to vehicle aux-in. Music & App sound will play to car-stereo speakers. BT ""auto connect"" supported on most Android phones.
</li><li>The Bluetooth car-charger may also be used for hands-free calling, microphone is built-in. Select ""call"" profile to activate. Works well at lower speed but the background noise cancellation is NOT optimized for highway driving (this would make the Kit 2 x</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
IBPB-33836,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProdock Upgrade Kit,"This kit is only used for Samsung Galaxy s5, s6 and note 4.","This kit for the Samsung Galaxy s5, s6 and note 4 contains a Samsung Charging Arm, and a 2 meter microUSB.",1,1,0,"Catalog, Search",12.95,,,,ibpb-33836,,,,,,,,,,,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>iBOLT upgrade kit for the Samsung Galaxy s5, s6 and note 4 comes with a 2 meter microUSB charging cable, a compatible charging arm for the xProDock, and a NFC tag to launch our Dock'n Drive App</li>
<li>This kit is designed for people who own the xProDock and upgraded their phones to the Samsung Galaxy s5, s6 or note 4.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
IBMM-33551,,Default,simple,"tecpaq,tecpaq/iBolt",base,magDock 360,This is the most minimal docking solution.,"The magDock 360 is a magnetic car mount that connects to your phone without holding-feet. This kit includes two different mounting solutions, a vent mount and an adhesive miniBall mount that you can stick anywhere in your car.",1,1,0,"Catalog, Search",19.95,,,,magdock-360-car-docks-phone-mounts-holders,,,,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod01-ibmm-33551.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod01-ibmm-33551.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod01-ibmm-33551.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod01-ibmm-33551.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>The magDock 360 is the perfect universal mounting solution that leaves little to no footprint in your car. This kit includes two different mounting solutions, a vent mount and an adhesive miniBall mount that you can stick anywhere in your car.
</li><li>Works with all phones and all Cases including Samsung Galaxy S6 and S6 edge , S5 , S4 , S3 , Note 2 , Note 3 , Note 4 , Note 4 edge , iPhone 6 / 6 plus / 5 / 5s / 5c / 4s , Lg G3 , Motorola , Sony and HTC phones. Works with no case up to Otterbox defender
</li><li>This Kit includes 2 adhesive metal plates that can be adhered to the back of your case, the back of your phone (if you do not use a case) or can be placed in-between your phone and the case. Large cases will require you to adhere the metal plate to the back of your case.
</li><li>Mount rotates 360 degrees and is very easy to adjust.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod02-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod02-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod03-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod04-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod03-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod04-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod05-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod06-ibmm-33551.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBMM-33551/prod09-ibmm-33551.jpg",,,,,,,,,,,
IBXC-33627,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProDock 2 Connect Kit,Keep your Smartphone in a secure and easy to view position while driving. Perfect when using GPS Navigation & music streaming. Designed to hold your phone in a triangle grip. The two feet can adjusted to fit thick Cases like Otterbox Defender and extended batteries. Easy 1-hand insertion to remove and insert. Open design allows for free camera view on most phones. Increase safety while driving and convenience by tapping on included NFC tag for automatic launch of DockMode and free Dock'n Drive app. Sticky suction mount attaches to windshield OR dashboard. Great for desktop use as well. Industry standard 17 mm ball joint on Dock works with many alternative Mounting solution.,"High quality iBOLT car dock optimized for NFC enabled handsets like the Samsung Galaxy S4, S5, Note 3 & 4, HTC One M8, Sony xPeria, LG 3 & more. Now includes new NFC integrated Latch to Launch our Dock'n Drive App. ",1,1,0,"Catalog, Search",39.95,,,,xprodock2-connect-kit-car-docks-phone-mounts-holders,,,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod01-ibxc-33627.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod01-ibxc-33627.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod01-ibxc-33627.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod01-ibxc-33627.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Fits all Smartphones incl. Samsung Galaxy S4, S5 & Note 3 & 4. Expandable feet allows use of thick Cases & extended batteries.
</li><li>Adjust feet to fit Cases. Easy 1-hand insertion & removal motion. 2 meter mUSB charging cable included for left side placement option.
</li><li>Strong and vibration free ROK II Mount. Sticky suction, attach to windshield OR dashboard. xPro features industry standard 17 mm ball joint.
</li><li>For convenient and safe driving download the free Dock'n Drive and DockMode Apps. Use included pre-programmed NFC Latch to launch & close.
</li><li>With the triangle style design the camera is never covered, allowing the xProDock to be used as a dashcam when driving.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod02-ibxc-33627.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod03-ibxc-33627.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod04-ibxc-33627.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod05-ibxc-33627.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibxc-33627/prod07-ibxc-33627.jpg",,,,,,,,,,,
21184,,Default,simple,"tecpaq,tecpaq/iBolt",base,UNS Charging arm,Automatically Launches DockMode.,This cable is meant to be used with the iBOLT xProDock. Compatible with microUSB non HTC phones.,1,1,0,"Catalog, Search",4.95,,,,uns-charging-arm-car-docks-phone-mounts-holders,,,,http://34.247.1.22/tec_pac/pub/iBolt/21184/prod01-21184.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/21184/prod01-21184.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/21184/prod01-21184.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/21184/prod01-21184.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,,,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,http://34.247.1.22/tec_pac/pub/iBolt/21184/prod02-21184.jpg,,,,,,,,,,,
IBU-33526,,Default,simple,"tecpaq,tecpaq/iBolt",base,Sonic Shutter Remote,"<p>Takes photos and videos up to 30 feet away. Battery lasts for more than 7,000 Clicks!</p>","<p>Capture the moment anywhere, anytime with the Sonic Shutter Selfie remote from iBOLT.  Take large group photos from far away without racing the timer.  </p>

<p>The Sonic Shutter is simple to use and no Bluetooth pairing is required. No more hassles with pairing your phone and getting your device to connect. Simply Download the free Sonic Shutter nCamera App and press the center of the Sonic Shutter Button to take pictures. </p>

<p>Works with all Android and iOS handsets.</p>",1,1,0,"Catalog, Search",14.95,,,,ibu-33526,,,,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod01-IBU-33526.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod01-IBU-33526.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod01-IBU-33526.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod01-IBU-33526.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<p>No need to fumble with multiple smartphones when taking a group photo. One button triggers one or more Smartphones at once.
</p>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod02-IBU-33526.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod03-IBU-33526.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod04-IBU-33526.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod05-IBU-33526.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBU-33526/prod06-IBU-33526.jpg",,,,,,,,,,,
IBM-33751,,Default,simple,"tecpaq,tecpaq/iBolt",base,mPro NFC Android Charging Mount,"<p>Strong and flexible ""stick anywhere"" ROK 3 Mount allows for dashboard or windshield placement. Easy to clean (rinse off!) sticky suction. Attach to windshield OR dashboard. Optional low profile ""miniBall"" mount also include. Standard 17 mm ball joint; many optional holding solutions available including AMPS plate.</p>

<p>Thanks to the integrated microUSB charging connector inserting and removing the handset is a quick 1-hand motion. The protective case can stay on when using the Dock, even a large case like Otterbox Commuter or Defender will fit. Tap on the built-in NFC tag to start Dock'n Drive that can turn on hotspot, Bluetooth & more automatically.</p>

<p>The spring loaded top latch can be set to different heights, allowing for compatibility with handsets from the size of a Samsung Galaxy S3 up to Note 4.</p>","<p>Drive safe and legal by keeping your Android or Windows Smartphone in a secure and easy view position with this flexible microUSB NFC enabled car-dock. Use GPS directions, easy access to music & more. Optimal reception with the handset in an upright position above the dashboard line.</p>



",1,1,0,"Catalog, Search",39.95,,,,mpro-nfc-android-charging-mount,,,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod01-ibm-33751.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod01-ibm-33751.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod01-ibm-33751.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod01-ibm-33751.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Integrated microUSB: No more looking for a charging cord with the 6ft integrated microUSB cable.
</li>
<li>Adjustable latch: Set latch once (select step 1-8) for easy insertion and removal of your phone.
</li>
<li>Case compatible: The microUSB connector height is designed to work with most Cases.
</li>
<li>Flexible placement options: Attach to windshield, dashboard or on center console, there are many options.
</li>
<li>Free Dock'n Drive App: Built-in NFC can turn Android handset into a virtual driving assistant with the free Dock'n Drive app. </li>
",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod02-ibm-33751.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod03-ibm-33751.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod04-ibm-33751.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod05-ibm-33751.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod07-ibm-33751.jpg,http://34.247.1.22/tec_pac/pub/iBolt/prod02-ibm-33751/prod09-ibm-33751.jpg",,,,,,,,,,,
21220,,Default,simple,"tecpaq,tecpaq/iBolt",base,iPro2 Holder with Integrated Lightning Cable,"<p> Open camera view allows for dash cam functionality.</p>
<p>Note: This holder does not come with a Mount to attach it to your car.</p>","<p> Open camera view allows for dash cam functionality.</p>
<p>Note: This holder does not come with a Mount to attach it to your car.</p>",1,1,0,"Catalog, Search",24.95,,,,ipro2-holder-for-iphone-6s-6s-plus-6-and-6-plus,,,,,,,,,,,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Compatibility: Designed for iPhone 6s / 6s plus / 6 / 6 plus / 5 / 5s / 5c . Aux-out cable always accessible. </li>
<li>Charging: 6.5” (2 meter) integrated charging cable. Plug USB-end into car USB port (if available) or into a USB car charger (sold separately).</li>
<li>Case compatibility: Works with most cases. Opening in bottom of case must be 10.5 mm or larger (MFI standard). Virtually all standard cases work and most Otterbox Commuter (not Defender & Lifeproof models).</li>
<li>Dock design leaves camera view open. </li>
<li>Ideal for GPS Navigation</li>
<li>Complies with Hands-Free Laws (State Laws Vary)</li>
<li>Connect with Dock’n Drive iOS App </li>
",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
21224,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProDock Connect Holder for NFC enabled Phones,"<p>The xProDock is compatible with most smartphones. The open design allows for buttons, cameras, and charging ports to be open and accessible. </p>","<p>
The stylish xProDock is compatible with all case/phone combinations and is designed for easy, one-handed operation. The open design allows for buttons, cameras, and charging ports to be open and accessible. Included is an integrated NFC tag for compatible Android phones. Using NFC Technology, the tag automatically launches the iBOLT Dock'n Drive app that can be downloaded for free in the Google Playstore. </p>

<p>The xProDock fits phone/case combinations from 2.59 In (66mm) to 3.7 In (94mm) wide, and unlimited height. This includes phones ranging in size from an Samsung Galaxy S3 to a Samsung Galaxy Note 3 with a large case. The NFC Tag is compatible with most NFC capable Android phones.</p>
",1,1,0,"Catalog, Search",14.95,,,,xprodock-nfc-holder,,,,,,,,,,,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Compatibility: Designed to fit most phones, from a Galaxy S3 to Samsung Galaxy Note 3 or HTC One Max.</li>
<li>Case compatibility: Designed to fit most cases including Otterbox Defender and Lifeproof.</li>
<li>DockMode: Integrated NFC tag launches DockMode on compatible Android devices. </li>
<li>Camera is always visible for capturing video.</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,,,,,,,,,,,,
IBBZ-33752,,Default,simple,"tecpaq,tecpaq/iBolt",base,xProDock NFC Bizmount,<p>High quality car dock with spring loaded latch for holding an Android phone in horizontal position. Open design with free camera view. DockMode & Dock'n drive starts & stops with NFC tag. Easy 1-hand insertion. Open camera view.</p>,"High quality car dock with spring loaded latch for holding an Android phone in horizontal position. Open design with free 
camera view. DockMode & Dock'n drive starts & stops with NFC tag. Easy 1-hand insertion. Open camera view.",1,1,0,"Catalog, Search",39.95,,,,xpro-dock-bizmount,,,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod01-ibbz-33752.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod01-ibbz-33752.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod01-ibbz-33752.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod01-ibbz-33752.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Great when using GPS Navigation, hands-free & music streaming</li>
<li>Works with thick Cases like Otterbox Defender& XL Batteries </li>
<li>Fits phone/case combinations from 2.6In (66mm) to 3.7 In (94mm) wide, and unlimited height. </li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod02-ibbz-33752.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod03-ibbz-33752.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod04-ibbz-33752.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33752/prod05-ibbz-33752.jpg",,,,,,,,,,,
IBBZ-33753,,Default,simple,"tecpaq,tecpaq/iBolt",base,iPro2 Bizmount,"<p>The iPro2 is an MFI approved car-dock with a integrated Lightning Connector. Simply use a 1-hand motion to insert or remove the iPhone 5, 6 or 6+. No more fumbling with finding and connecting a charging cable.</p>","<p>The iPro2 is an MFI approved car-dock with a integrated Lightning Connector. Simply use a 1-hand motion to insert or remove the iPhone 5, 6 or 6+. No more fumbling with finding and connecting a charging cable.</p>",1,1,0,"Catalog, Search",49.95,,,,ipro2-bizmount-iphone-car-mount,,,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod01-ibbz-33753.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod01-ibbz-33753.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod01-ibbz-33753.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod01-ibbz-33753.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Great when using GPS Navigation, hands-free & music streaming</li>
<li>Works with thick Cases like Otterbox Defender& XL Batteries </li>
<li>Fits phone/case combinations from 2.6In (66mm) to 3.7 In (94mm) wide, and unlimited height. </li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod02-ibbz-33753.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod03-ibbz-33753.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod04-ibbz-33753.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod05-ibbz-33753.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33753/prod06-ibbz-33753.jpg",,,,,,,,,,,
IBBZ-33754,,Default,simple,"tecpaq,tecpaq/iBolt",base,TabDock Bizmount,"<p>The TabDock Bizmount is a heavy duty tablet mounting solution. Designed to work great for the window or dashboard, this mount allows you to strategically position your tablet in the best possible location to make your ride as efficient as possible..</p>","<p>The TabDock Bizmount is a heavy duty tablet mounting solution. Designed to work great for the window or dashboard, this mount allows you to strategically position your tablet in the best possible location to make your ride as efficient as possible..</p>",1,1,0,"Catalog, Search",39.95,,,,tabdock-bizmount,,,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod01-ibbz-33754.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod01-ibbz-33754.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod01-ibbz-33754.jpg,,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod01-ibbz-33754.jpg,,"12/9/16, 8:50 AM","12/9/16, 8:50 AM",,,Block after Info Column,,,,Use config,,"12/9/16, 8:50 AM",,,,,,,"<li>Universal design - fits all Tablets 7""-10"" </li>
<li>Works with most cases including Otterbox & Lifeproof </li>
<li>Easy to attach and remove </li>
<li>Works with most vehicles, including large trucks</li>",,,100,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,,1,,1,,1,"http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod02-ibbz-33754.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod03-ibbz-33754.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod04-ibbz-33754.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod05-ibbz-33754.jpg,http://34.247.1.22/tec_pac/pub/iBolt/IBBZ-33754/prod06-ibbz-33754.jpg",,,,,,,,,,,
